"companyName","companyId","dataSourceName","dataSourceId","status"
"Pantene","621b99ba5f87e75f5365f2c1","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Pantene","621b99ba5f87e75f5365f2c1","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",1
"Pantene","621b99ba5f87e75f5365f2c1","justCapital_metric_Board Diversity","629bd92427ab53e0fa4e5aec",1
"Pantene","621b99ba5f87e75f5365f2c1","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Pantene","621b99ba5f87e75f5365f2c1","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Pantene","621b99ba5f87e75f5365f2c1","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Pantene","621b99ba5f87e75f5365f2c1","justCapital_metric_Resource Use","629bd92427ab53e0fa4e5b0a",1
"Pantene","621b99ba5f87e75f5365f2c1","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Pantene","621b99ba5f87e75f5365f2c1","OCS (Organic Content Standard)","629bd91f27ab53e0fa4e59a8",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Local Community Engagement","629bd92427ab53e0fa4e5ae6",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Gillette","621b99ba5f87e75f5365f2c5","GOTS (Global Organic Textile Standard)","629bd92027ab53e0fa4e59d5",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",-1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Board Diversity","629bd92427ab53e0fa4e5aec",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Gillette","621b99ba5f87e75f5365f2c5","justCapital_metric_Resource Use","629bd92427ab53e0fa4e5b0a",1
"Gillette","621b99ba5f87e75f5365f2c5","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Gillette","621b99ba5f87e75f5365f2c5","OCS (Organic Content Standard)","629bd91f27ab53e0fa4e59a8",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",-1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Always","621b99ba5f87e75f5365f2c9","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Board Diversity","629bd92427ab53e0fa4e5aec",1
"Always","621b99ba5f87e75f5365f2c9","OCS (Organic Content Standard)","629bd91f27ab53e0fa4e59a8",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Local Community Engagement","629bd92427ab53e0fa4e5ae6",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Always","621b99ba5f87e75f5365f2c9","justCapital_metric_Resource Use","629bd92427ab53e0fa4e5b0a",1
"Always","621b99ba5f87e75f5365f2c9","GOTS (Global Organic Textile Standard)","629bd92027ab53e0fa4e59d5",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Board Diversity","629bd92427ab53e0fa4e5aec",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",-1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Tampax","621b99ba5f87e75f5365f2cd","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Tampax","621b99ba5f87e75f5365f2cd","OCS (Organic Content Standard)","629bd91f27ab53e0fa4e59a8",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Local Community Engagement","629bd92427ab53e0fa4e5ae6",1
"Tampax","621b99ba5f87e75f5365f2cd","justCapital_metric_Resource Use","629bd92427ab53e0fa4e5b0a",1
"Tampax","621b99ba5f87e75f5365f2cd","GOTS (Global Organic Textile Standard)","629bd92027ab53e0fa4e59d5",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",-1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Board Diversity","629bd92427ab53e0fa4e5aec",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Local Community Engagement","629bd92427ab53e0fa4e5ae6",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Resource Use","629bd92427ab53e0fa4e5b0a",1
"Microban 24","621b99ba5f87e75f5365f2d1","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Microban 24","621b99ba5f87e75f5365f2d1","GOTS (Global Organic Textile Standard)","629bd92027ab53e0fa4e59d5",1
"Microban 24","621b99ba5f87e75f5365f2d1","OCS (Organic Content Standard)","629bd91f27ab53e0fa4e59a8",1
"Microban 24","621b99ba5f87e75f5365f2d1","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Board Diversity","629bd92427ab53e0fa4e5aec",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",-1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Braun","621b99ba5f87e75f5365f2d5","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Braun","621b99ba5f87e75f5365f2d5","OCS (Organic Content Standard)","629bd91f27ab53e0fa4e59a8",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Local Community Engagement","629bd92427ab53e0fa4e5ae6",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Resource Use","629bd92427ab53e0fa4e5b0a",1
"Braun","621b99ba5f87e75f5365f2d5","GOTS (Global Organic Textile Standard)","629bd92027ab53e0fa4e59d5",1
"Braun","621b99ba5f87e75f5365f2d5","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Board Diversity","629bd92427ab53e0fa4e5aec",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Local Community Engagement","629bd92427ab53e0fa4e5ae6",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",-1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Resource Use","629bd92427ab53e0fa4e5b0a",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"joy+glee","621b99ba5f87e75f5365f2d9","GOTS (Global Organic Textile Standard)","629bd92027ab53e0fa4e59d5",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"joy+glee","621b99ba5f87e75f5365f2d9","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"joy+glee","621b99ba5f87e75f5365f2d9","SaferChoice","629bd91f27ab53e0fa4e5984",1
"joy+glee","621b99ba5f87e75f5365f2d9","OCS (Organic Content Standard)","629bd91f27ab53e0fa4e59a8",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",-1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Board Diversity","629bd92427ab53e0fa4e5aec",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Local Community Engagement","629bd92427ab53e0fa4e5ae6",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Resource Use","629bd92427ab53e0fa4e5b0a",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","OCS (Organic Content Standard)","629bd91f27ab53e0fa4e59a8",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","GOTS (Global Organic Textile Standard)","629bd92027ab53e0fa4e59d5",1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Pepto-Bismol","621b99ba5f87e75f5365f2dd","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Board Diversity","629bd92427ab53e0fa4e5aec",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",-1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","GOTS (Global Organic Textile Standard)","629bd92027ab53e0fa4e59d5",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Local Community Engagement","629bd92427ab53e0fa4e5ae6",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Resource Use","629bd92427ab53e0fa4e5b0a",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","OCS (Organic Content Standard)","629bd91f27ab53e0fa4e59a8",1
"Herbal Essences","621b99ba5f87e75f5365f2e1","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Aussie","621b99ba5f87e75f5365f2e5","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
